Venue,Borough,Venue Category,Group,Venue Latitude,Venue Longitude,BoroughLocation
Russell Park,Haringey,Playground,Other,51.59410655065531,-0.09810003446559686,"[51.6, -0.1119]"
Tottenham Green Park,Haringey,Park,Green spaces,51.58736307965277,-0.07147550582885742,"[51.6, -0.1119]"
Safehouse Self Storage,Haringey,Shop & Service,Shopping,51.605697520359584,-0.09509274687866788,"[51.6, -0.1119]"
Çandik Turkish Restaurant,Haringey,Turkish Restaurant,Eating out,51.58599369032123,-0.07159749186463397,"[51.6, -0.1119]"
Evergreen Chinese Restaurant,Haringey,Chinese Restaurant,Eating out,51.58455992041709,-0.07678627967834473,"[51.6, -0.1119]"
Boots,Haringey,Pharmacy,Other,51.593665,-0.10794,"[51.6, -0.1119]"
Costa Coffee,Haringey,Coffee Shop,Eating out,51.59451779741421,-0.10850478418181876,"[51.6, -0.1119]"
Wood Green Chinese Restaurant,Haringey,Chinese Restaurant,Eating out,51.595452283351236,-0.1088830913853828,"[51.6, -0.1119]"
Capital Restaurants,Haringey,Turkish Restaurant,Eating out,51.59553415251247,-0.10900449711492494,"[51.6, -0.1119]"
TK Maxx,Haringey,Clothing Store,Shopping,51.5938359612331,-0.10789721364037165,"[51.6, -0.1119]"
Topshop,Haringey,Women's Store,Shopping,51.592740901274084,-0.10605902367661837,"[51.6, -0.1119]"
KFC,Haringey,Fast Food Restaurant,Eating out,51.596015,-0.109529,"[51.6, -0.1119]"
Pret A Manger,Haringey,Sandwich Place,Eating out,51.593959563253975,-0.10792461364765289,"[51.6, -0.1119]"
Spouter's Corner (Wetherspoon),Haringey,Pub,Going out,51.59663541307005,-0.1091361872131581,"[51.6, -0.1119]"
Game,Haringey,Video Game Store,Shopping,51.594322322109825,-0.10833456894588017,"[51.6, -0.1119]"
Superdrug,Haringey,Pharmacy,Other,51.59359258244503,-0.10733715240862246,"[51.6, -0.1119]"
Kebap Delight,Haringey,Fast Food Restaurant,Eating out,51.59727412291253,-0.1100359352056433,"[51.6, -0.1119]"
The Mall,Haringey,Shopping Mall,Shopping,51.59430484947771,-0.10833361078994604,"[51.6, -0.1119]"
New River Stadium,Haringey,Track Stadium,Health and Sports,51.60511795841173,-0.1004648208618164,"[51.6, -0.1119]"
Tesco Express,Haringey,Grocery Store,Shopping,51.5990409,-0.1028571,"[51.6, -0.1119]"
Mint Leaf,Haringey,Indian Restaurant,Eating out,51.602244027377886,-0.09404499903546089,"[51.6, -0.1119]"
Erbiller,Haringey,Jewelry Store,Shopping,51.60231535080733,-0.09409009874424197,"[51.6, -0.1119]"
Burger King,Haringey,Fast Food Restaurant,Eating out,51.594858,-0.10855,"[51.6, -0.1119]"
Greggs,Haringey,Bakery,Groceries,51.59604290324692,-0.10904158885779844,"[51.6, -0.1119]"
Cineworld,Haringey,Multiplex,Other,51.59461845820381,-0.10847961316312851,"[51.6, -0.1119]"
Primark,Haringey,Clothing Store,Shopping,51.5940001,-0.1086736,"[51.6, -0.1119]"
White Hart Lane Community Sports Centre,Haringey,Stadium,Health and Sports,51.60330562017008,-0.10305888541311259,"[51.6, -0.1119]"
Penang Satay House,Haringey,Malay Restaurant,Eating out,51.589841115042425,-0.10482877492904663,"[51.6, -0.1119]"
Wolves Lane Horticultural Centre,Haringey,Garden Center,Green spaces,51.60488771266281,-0.10413548549491078,"[51.6, -0.1119]"
Bus Stop T,Haringey,Bus Stop,Public Transport,51.59010024501965,-0.10256165487935077,"[51.6, -0.1119]"
W4 bus stop,Haringey,Bus Stop,Public Transport,51.608166513289994,-0.10263198903671908,"[51.6, -0.1119]"
Vue,Haringey,Movie Theater,Entertainment,51.5970425435022,-0.10935430036525733,"[51.6, -0.1119]"
Paneri,Haringey,Greek Restaurant,Eating out,51.60775534628399,-0.11063161982877967,"[51.6, -0.1119]"
Fatisa,Haringey,Italian Restaurant,Eating out,51.603203449267326,-0.11196553973941793,"[51.6, -0.1119]"
Lefteris Bakery,Enfield,Food & Drink Shop,Groceries,51.60886854960453,-0.11027446074385383,"[51.6538, -0.0799]"
Woodside Park,Haringey,Park,Green spaces,51.60400410883624,-0.11148300021886826,"[51.6, -0.1119]"
"Ortaköy, Shisha Lounge Bar",Haringey,Pub,Going out,51.59456384961127,-0.11241785011835544,"[51.6, -0.1119]"
New Look,Haringey,Clothing Store,Shopping,51.5941159,-0.1094468,"[51.6, -0.1119]"
KFC,Haringey,Fast Food Restaurant,Eating out,51.595528,-0.109759,"[51.6, -0.1119]"
Subway,Haringey,Sandwich Place,Eating out,51.59420614480117,-0.10944491895609199,"[51.6, -0.1119]"
North london boxing,Haringey,Gym,Health and Sports,51.60468481246689,-0.11250273004500572,"[51.6, -0.1119]"
The Bird In Hand Pub,Enfield,Bar,Going out,51.61108969264369,-0.10214665857635827,"[51.6538, -0.0799]"
West Green Road Bus Stop Z,Haringey,Bus Stop,Public Transport,51.58808,-0.101506,"[51.6, -0.1119]"
Turnpike Walking and Sports Area,Haringey,Athletics & Sports,Health and Sports,51.587608337402344,-0.10024850070476532,"[51.6, -0.1119]"
Cudi Food Centre,Haringey,Convenience Store,Shopping,51.58731320016577,-0.0961559018831847,"[51.6, -0.1119]"
Anjappar,Haringey,South Indian Restaurant,Eating out,51.608444,-0.11028003,"[51.6, -0.1119]"
Bus Stop NB,Enfield,Bus Stop,Public Transport,51.612412294131566,-0.0943263989013263,"[51.6538, -0.0799]"
The Goat,Haringey,Bar,Going out,51.58676896432926,-0.09594950075552333,"[51.6, -0.1119]"
Simurg Cafe,Haringey,Sandwich Place,Eating out,51.586532,-0.095654,"[51.6, -0.1119]"
The Step,Haringey,Café,Eating out,51.60642994699963,-0.11797841884639675,"[51.6, -0.1119]"
Hellenic Bakery,Haringey,Bakery,Groceries,51.60647039986709,-0.11855962522369333,"[51.6, -0.1119]"
Nostos Taverna,Enfield,Greek Restaurant,Eating out,51.61149411624004,-0.10933420283103627,"[51.6538, -0.0799]"
Vrisaki Restaurant,Haringey,Greek Restaurant,Eating out,51.606363093548666,-0.11660059509703531,"[51.6, -0.1119]"
Sweet Tree Bakery,Haringey,Bakery,Groceries,51.59893281997199,-0.12312765247076239,"[51.6, -0.1119]"
TFC - Turkish Food Centre,Enfield,Grocery Store,Shopping,51.61256762135321,-0.10937422850931229,"[51.6538, -0.0799]"
Çarşı,Haringey,Grocery Store,Shopping,51.60618166309642,-0.11141443440905437,"[51.6, -0.1119]"
Bus Stop BU - Arcadian Gardens,Haringey,Bus Stop,Public Transport,51.60691917662358,-0.11101603859441869,"[51.6, -0.1119]"
Tesco Express,Haringey,Grocery Store,Shopping,51.6054393439732,-0.12270427976227438,"[51.6, -0.1119]"
The Springfield Bar & Grill,Haringey,Pub,Going out,51.60567586159463,-0.12274916631079505,"[51.6, -0.1119]"
The Occasional Half,Enfield,Pub,Going out,51.6101979,-0.1100389,"[51.6538, -0.0799]"
Bohem Taproom,Haringey,Beer Bar,Going out,51.606582,-0.118823,"[51.6, -0.1119]"
Bengal Bertie's,Haringey,Indian Restaurant,Eating out,51.59885389123456,-0.1224374771118164,"[51.6, -0.1119]"
Urban Baristas,Haringey,Coffee Shop,Eating out,51.607028664211114,-0.1242274899340223,"[51.6, -0.1119]"
Pizzeria Volare,Enfield,Pizza Place,Eating out,51.61298633225821,-0.12202940430211452,"[51.6538, -0.0799]"
The Ranelagh,Haringey,Pub,Going out,51.60873670745805,-0.1272896607467764,"[51.6, -0.1119]"
Hot Milk,Haringey,Coffee Shop,Eating out,51.60758003333249,-0.12376785278320312,"[51.6, -0.1119]"
Lakeside Cafe,Haringey,Café,Eating out,51.596700492900176,-0.1305865611390204,"[51.6, -0.1119]"
Oriental chef,Haringey,Noodle House,Eating out,51.60708417666638,-0.12415441405128205,"[51.6, -0.1119]"
Bounds Green Bowls & Tennis Club,Enfield,Tennis Court,Health and Sports,51.61015538291814,-0.12169131216666122,"[51.6538, -0.0799]"
Green lanes park,Haringey,Park,Green spaces,51.60234090180116,-0.09408182704489994,"[51.6, -0.1119]"
YMbuilders,Enfield,Construction & Landscaping,Other,51.6096471,-0.10545120000006136,"[51.6538, -0.0799]"
Pets at Home,Barnet,Pet Store,Shopping,51.61079400530624,-0.14345377229833423,"[51.6252, -0.1517]"
M&S Simply Food,Enfield,Grocery Store,Shopping,51.61047719,-0.13694461,"[51.6538, -0.0799]"
Costa Coffee,Barnet,Coffee Shop,Eating out,51.61091225540162,-0.14346149266716626,"[51.6252, -0.1517]"
Dunelm,Barnet,Furniture / Home Store,Shopping,51.61117794,-0.14206056,"[51.6252, -0.1517]"
McDonald's,Barnet,Fast Food Restaurant,Eating out,51.61044837,-0.14337761,"[51.6252, -0.1517]"
Monaghan Brickwork Ltd,Barnet,Construction & Landscaping,Other,51.60296,-0.14319,"[51.6252, -0.1517]"
Currys PC World Featuring Carphone Warehouse,Barnet,Electronics Store,Shopping,51.61094814031893,-0.1418518379592797,"[51.6252, -0.1517]"
Unipart Car Care Centre,Barnet,Auto Garage,Other,51.60632414,-0.145077371,"[51.6252, -0.1517]"
Tiffins,Barnet,Indian Restaurant,Eating out,51.604613732566484,-0.14869715073698786,"[51.6252, -0.1517]"
Smyth Toy Superstore,Barnet,Toy / Game Store,Shopping,51.611424530149634,-0.14251290444420214,"[51.6252, -0.1517]"
Sports Direct,Barnet,Sporting Goods Shop,Shopping,51.6115070869056,-0.14449808869729977,"[51.6252, -0.1517]"
Princess Park Manor,Barnet,Residential Building (Apartment / Condo),Other,51.61175946542944,-0.1496709110767833,"[51.6252, -0.1517]"
Midori,Haringey,Japanese Restaurant,Eating out,51.591873,-0.14312737,"[51.6, -0.1119]"
The Blue Legume,Haringey,English Restaurant,Eating out,51.59179224582265,-0.1429606338861609,"[51.6, -0.1119]"
Costa Coffee,Barnet,Coffee Shop,Eating out,51.60748711899902,-0.15444320092716005,"[51.6252, -0.1517]"
Sol E Mio,Haringey,Café,Eating out,51.603108340260576,-0.1305675063326898,"[51.6, -0.1119]"
Jenny's,Haringey,Diner,Eating out,51.59160298687801,-0.1427666258582217,"[51.6, -0.1119]"
Friern Bridge Retail Park,Barnet,Shopping Plaza,Shopping,51.611209442078255,-0.14332145237776525,"[51.6252, -0.1517]"
Tesco Extra,Barnet,Supermarket,Groceries,51.6072242909686,-0.15460241137623143,"[51.6252, -0.1517]"
Scout Park,Haringey,Campground,Other,51.60613749678311,-0.12964011060589675,"[51.6, -0.1119]"
B&Q,Barnet,Hardware Store,Shopping,51.6119594320195,-0.14406677429379844,"[51.6252, -0.1517]"
Bejoy,Haringey,Indian Restaurant,Eating out,51.60847414389051,-0.12704191768608655,"[51.6, -0.1119]"
Station Road Gas Works,Enfield,Scenic Lookout,Other,51.61078703887857,-0.13598743540786434,"[51.6538, -0.0799]"
Costa Coffee,Haringey,Coffee Shop,Eating out,51.59136625754171,-0.14265839846331163,"[51.6, -0.1119]"
Nisa Local,Enfield,Convenience Store,Shopping,51.61073498839248,-0.12604933479462943,"[51.6538, -0.0799]"
Art For Arts Sake,Haringey,Arts & Crafts Store,Entertainment,51.59131523498604,-0.1425197025391836,"[51.6, -0.1119]"
Renaissance,Haringey,Coffee Shop,Eating out,51.606277382449775,-0.11728763580322264,"[51.6, -0.1119]"
Clown Town softplay,Barnet,Playground,Other,51.60797659941464,-0.15424766872510004,"[51.6252, -0.1517]"
Myddleton Road Market,Haringey,Market,Groceries,51.60645968386672,-0.11687909555970659,"[51.6, -0.1119]"
The Manor Health & Leisure Club,Haringey,Gym / Fitness Center,Health and Sports,51.591099919314345,-0.15255154991009295,"[51.6, -0.1119]"
Clown Town,Barnet,Indoor Play Area,Other,51.608038,-0.15437,"[51.6252, -0.1517]"
St James Square N10,Haringey,Plaza,Other,51.58928286062691,-0.14569759368896484,"[51.6, -0.1119]"
Nuffield Health Fitness & Wellbeing Gym,Barnet,Gym / Fitness Center,Health and Sports,51.613354331912355,-0.1476702052593167,"[51.6252, -0.1517]"
New Southgate Railway Station (NSG),Barnet,Train Station,Public Transport,51.61409938924119,-0.1430797576904297,"[51.6252, -0.1517]"
Da Franco Ristorante Italiano,Barnet,Italian Restaurant,Eating out,51.61292234426258,-0.15812127116396368,"[51.6252, -0.1517]"
Milkshake City,Barnet,Dessert Shop,Shopping,51.612589925413126,-0.1592331059101796,"[51.6252, -0.1517]"
Co-op Food,Barnet,Grocery Store,Shopping,51.612314772718385,-0.16007922455386855,"[51.6252, -0.1517]"
Better Finchley Lido Leisure Centre,Barnet,Gym / Fitness Center,Health and Sports,51.604253165815855,-0.1724046378883917,"[51.6252, -0.1517]"
ASK Italian,Barnet,Italian Restaurant,Eating out,51.6039379909089,-0.17257994245608188,"[51.6252, -0.1517]"
Finchley RFC,Barnet,Sports Club,Entertainment,51.606957031051756,-0.16835689544677734,"[51.6252, -0.1517]"
David Lloyd Finchley,Barnet,Gym / Fitness Center,Health and Sports,51.605914,-0.173898,"[51.6252, -0.1517]"
Nando's,Barnet,Portuguese Restaurant,Eating out,51.6045078173396,-0.17356944570371363,"[51.6252, -0.1517]"
Gökyüzü Restaurant,Barnet,Turkish Restaurant,Eating out,51.605158,-0.174351,"[51.6252, -0.1517]"
wagamama,Barnet,Asian Restaurant,Eating out,51.60379899545388,-0.17348958895490796,"[51.6252, -0.1517]"
Hollywood Bowl,Barnet,Bowling Alley,Entertainment,51.60408108537976,-0.17322475352595149,"[51.6252, -0.1517]"
263 Bus Stop,Barnet,Bus Stop,Public Transport,51.601207901258576,-0.1735520749251068,"[51.6252, -0.1517]"
Caspian Lounge,Barnet,Persian Restaurant,Eating out,51.601951,-0.17403,"[51.6252, -0.1517]"
Comfort Inn (Finchley),Barnet,Hotel,Other,51.605792101617865,-0.17408407494750713,"[51.6252, -0.1517]"
Ramada London Finchley,Barnet,Hotel,Other,51.605747,-0.174187,"[51.6252, -0.1517]"
Flamez,Barnet,Mediterranean Restaurant,Eating out,51.60588416779853,-0.17439432040105513,"[51.6252, -0.1517]"
Friends Fish and Chips,Barnet,Fish & Chips Shop,Shopping,51.61265546282357,-0.15904894869721345,"[51.6252, -0.1517]"
Victoria Park,Barnet,Park,Green spaces,51.60523055074609,-0.1846199276499771,"[51.6252, -0.1517]"
Mermaid Fish & Chips,Barnet,Fast Food Restaurant,Eating out,51.59971555563012,-0.18154617904513692,"[51.6252, -0.1517]"
Meera's Xpress,Barnet,Indian Restaurant,Eating out,51.604916,-0.182462,"[51.6252, -0.1517]"
Tintico,Barnet,Coffee Shop,Eating out,51.60111707190908,-0.1937450593977982,"[51.6252, -0.1517]"
Divans,Barnet,Turkish Restaurant,Eating out,51.60547134466984,-0.18784697192525088,"[51.6252, -0.1517]"
Beheshte Barin,Barnet,Persian Restaurant,Eating out,51.60444083809936,-0.18901225817288025,"[51.6252, -0.1517]"
Durum,Barnet,Middle Eastern Restaurant,Eating out,51.60461256605286,-0.1888491529127337,"[51.6252, -0.1517]"
Bites,Barnet,Café,Eating out,51.60105242223279,-0.19392091902585573,"[51.6252, -0.1517]"
Vy Nam Cafe,Barnet,Vietnamese Restaurant,Eating out,51.60097415612051,-0.19410286863461287,"[51.6252, -0.1517]"
Cochin,Barnet,Indian Restaurant,Eating out,51.603208,-0.191178,"[51.6252, -0.1517]"
Leisure Games,Barnet,Toy / Game Store,Shopping,51.60408444621746,-0.18931396900688024,"[51.6252, -0.1517]"
Yijo Korean Restaurant,Barnet,Korean Restaurant,Eating out,51.60086805600782,-0.19358786623607266,"[51.6252, -0.1517]"
Shish,Barnet,Turkish Restaurant,Eating out,51.602318934671416,-0.19237809259451363,"[51.6252, -0.1517]"
Avenue House Estate,Barnet,Park,Green spaces,51.59679916702356,-0.19496980388929724,"[51.6252, -0.1517]"
Little Waitrose,Barnet,Supermarket,Groceries,51.6000297,-0.1948863,"[51.6252, -0.1517]"
Man Chui,Barnet,Chinese Restaurant,Eating out,51.60377849178773,-0.1897940723062145,"[51.6252, -0.1517]"
El Bazaar,Barnet,Hookah Bar,Going out,51.602124971498405,-0.19274252369292236,"[51.6252, -0.1517]"
Izakaya Japan,Barnet,Japanese Restaurant,Eating out,51.600857780915824,-0.19425185505777973,"[51.6252, -0.1517]"
Rani,Barnet,Indian Restaurant,Eating out,51.60444912500399,-0.18833130847030408,"[51.6252, -0.1517]"
Chicken Society,Barnet,Restaurant,Eating out,51.60076164742066,-0.19459171288385171,"[51.6252, -0.1517]"
Tesco,Barnet,Supermarket,Groceries,51.6035618,-0.1920949,"[51.6252, -0.1517]"
The Joiners Arms,Barnet,Pub,Going out,51.603272472347285,-0.1914350435686174,"[51.6252, -0.1517]"
Domino's Pizza,Barnet,Pizza Place,Eating out,51.59880836589178,-0.1891280597379432,"[51.6252, -0.1517]"
Superdrug,Barnet,Pharmacy,Other,51.60425695853811,-0.18956445369768773,"[51.6252, -0.1517]"
Subway,Barnet,Sandwich Place,Eating out,51.6043692255197,-0.18919096058330187,"[51.6252, -0.1517]"
Sainsbury's Local,Barnet,Supermarket,Groceries,51.600648658796935,-0.19505626810551346,"[51.6252, -0.1517]"
Domino's Pizza - London - Ballards Lane,Barnet,Pizza Place,Eating out,51.60200403809511,-0.19308572798752266,"[51.6252, -0.1517]"
Greggs,Barnet,Bakery,Groceries,51.60234079235234,-0.19237200430775958,"[51.6252, -0.1517]"
Sakura Sushi,Barnet,Japanese Restaurant,Eating out,51.60401,-0.189939,"[51.6252, -0.1517]"
Costa Coffee,Barnet,Coffee Shop,Eating out,51.60241995096337,-0.19217140180272824,"[51.6252, -0.1517]"
Two Brothers Fish Restaurant,Barnet,Seafood Restaurant,Eating out,51.59920898887655,-0.19614579639500143,"[51.6252, -0.1517]"
Baskin-Robbins,Barnet,Ice Cream Shop,Eating out,51.601938356485896,-0.19293467659474653,"[51.6252, -0.1517]"
Ahir Bar,Barnet,Bar,Going out,51.601772886889336,-0.19332863204680986,"[51.6252, -0.1517]"
Ishtah Restaurant,Barnet,Turkish Restaurant,Eating out,51.60000014684196,-0.19599437713623047,"[51.6252, -0.1517]"
Izgara,Barnet,Turkish Restaurant,Eating out,51.60001140587223,-0.19603695829001985,"[51.6252, -0.1517]"
Totally Espresso,Barnet,Coffee Shop,Eating out,51.59681353892182,-0.19753694225516674,"[51.6252, -0.1517]"
Zizzi,Barnet,Italian Restaurant,Eating out,51.596111,-0.198147,"[51.6252, -0.1517]"
Catcher In The Rye,Barnet,Pub,Going out,51.59961186243841,-0.19613699584999722,"[51.6252, -0.1517]"
Welcome Cafe,Barnet,Café,Eating out,51.60563,-0.187572,"[51.6252, -0.1517]"
Da Vincenzo,Barnet,Café,Eating out,51.607652,-0.184279,"[51.6252, -0.1517]"
Majestic Wine,Barnet,Wine Shop,Shopping,51.60858002678979,-0.18300395568255476,"[51.6252, -0.1517]"
Platform 1,Barnet,Platform,Other,51.58842415463351,-0.16415548705152472,"[51.6252, -0.1517]"
College Farm,Barnet,Park,Green spaces,51.593639,-0.203356,"[51.6252, -0.1517]"
Poolside Manor,Barnet,Gym Pool,Health and Sports,51.602181,-0.20238313,"[51.6252, -0.1517]"
Temple Fortune Club,Barnet,Tennis Court,Health and Sports,51.586667896656344,-0.20624518355471275,"[51.6252, -0.1517]"
Cake Create Bakery (Cake Create),Barnet,Bakery,Groceries,51.6011,-0.20904,"[51.6252, -0.1517]"
Dollis Valley River Walk,Barnet,Trail,Green spaces,51.59087688365332,-0.21197216399906263,"[51.6252, -0.1517]"
Sami's,Barnet,Middle Eastern Restaurant,Eating out,51.589183311022,-0.21793862538705241,"[51.6252, -0.1517]"
Mr Baker,Barnet,Café,Eating out,51.58746676105074,-0.22090137605342935,"[51.6252, -0.1517]"
Hendon Bagel Bakery,Barnet,Bagel Shop,Eating out,51.5900159800887,-0.22393519718708435,"[51.6252, -0.1517]"
Pizaza,Barnet,Pizza Place,Eating out,51.58674513949554,-0.21766977158930134,"[51.6252, -0.1517]"
Iskele Restaurant,Barnet,Turkish Restaurant,Eating out,51.58982256412604,-0.22200899489859074,"[51.6252, -0.1517]"
Hendon Hall Hotel,Barnet,Hotel,Other,51.594405267952624,-0.21856634420746576,"[51.6252, -0.1517]"
Tesco Metro,Barnet,Grocery Store,Shopping,51.5871098,-0.2196403,"[51.6252, -0.1517]"
White House,Barnet,Middle Eastern Restaurant,Eating out,51.58613058567599,-0.2200453640184328,"[51.6252, -0.1517]"
Real Beijing,Barnet,Chinese Restaurant,Eating out,51.58674440655991,-0.21760931792911795,"[51.6252, -0.1517]"
Tapuach,Barnet,Grocery Store,Shopping,51.58872405185023,-0.21976513690069022,"[51.6252, -0.1517]"
Jun Peking Chinese Restaurant - 皇上皇,Barnet,Chinese Restaurant,Eating out,51.58994001514117,-0.2227978029187481,"[51.6252, -0.1517]"
Finchley Manor Tennis Squash and Health Club,Barnet,Gym / Fitness Center,Health and Sports,51.60214855,-0.2024449,"[51.6252, -0.1517]"
K Cook,Barnet,Korean Restaurant,Eating out,51.58387235583094,-0.2282005276851017,"[51.6252, -0.1517]"
Sunny Hill Park,Barnet,Park,Green spaces,51.59298184469122,-0.2264915510845989,"[51.6252, -0.1517]"
Costa Coffee,Barnet,Coffee Shop,Eating out,51.58306389778781,-0.22705580439548184,"[51.6252, -0.1517]"
Jin Sushi,Barnet,Sushi Restaurant,Eating out,51.587230526119285,-0.22955502681622064,"[51.6252, -0.1517]"
The Hide,Barnet,Hotel,Other,51.58136525920432,-0.22632506706464356,"[51.6252, -0.1517]"
The Forum,Barnet,Student Center,Other,51.58997306192851,-0.23083954375309265,"[51.6252, -0.1517]"
The Greyhound,Barnet,Pub,Going out,51.59119373076773,-0.22786754164669987,"[51.6252, -0.1517]"
Jade Cottage,Barnet,BBQ Joint,Eating out,51.5821847661415,-0.22683781842893824,"[51.6252, -0.1517]"
Virgin Active,Barnet,Gym / Fitness Center,Health and Sports,51.58245923150833,-0.22644682221794682,"[51.6252, -0.1517]"
Costa Coffee,Barnet,Coffee Shop,Eating out,51.5905241412437,-0.22979401030220806,"[51.6252, -0.1517]"
Co-op Food,Barnet,Grocery Store,Shopping,51.58990673031607,-0.22576689720153806,"[51.6252, -0.1517]"
Sainsbury's Local,Barnet,Grocery Store,Shopping,51.58258295018624,-0.23090490398463226,"[51.6252, -0.1517]"
Mdx Fitness Pod,Barnet,Gym / Fitness Center,Health and Sports,51.589991380487916,-0.2308250521073273,"[51.6252, -0.1517]"
Costa Coffee,Barnet,Coffee Shop,Eating out,51.58983278228853,-0.22855387266363356,"[51.6252, -0.1517]"
The Claddagh Ring,Barnet,Irish Pub,Going out,51.59004890373909,-0.22613520004589766,"[51.6252, -0.1517]"
London Backpackers,Barnet,Hostel,Other,51.58276557230835,-0.22624233406421987,"[51.6252, -0.1517]"
Domino's Pizza,Barnet,Pizza Place,Eating out,51.58292731363851,-0.22765017734400317,"[51.6252, -0.1517]"
Tesco Express,Barnet,Grocery Store,Shopping,51.58278410789127,-0.2284678816795349,"[51.6252, -0.1517]"
Burger King,Barnet,Fast Food Restaurant,Eating out,51.5768944,-0.2242884,"[51.6252, -0.1517]"
Vision Express,Barnet,Optical Shop,Shopping,51.5765702,-0.223647,"[51.6252, -0.1517]"
Swarovski,Barnet,Jewelry Store,Shopping,51.57674355053906,-0.22419441150259867,"[51.6252, -0.1517]"
Goldsmiths,Barnet,Jewelry Store,Shopping,51.576087,-0.22312,"[51.6252, -0.1517]"
T.M. Lewin,Barnet,Men's Store,Shopping,51.576141025143436,-0.22390846410217166,"[51.6252, -0.1517]"
Costa Coffee,Barnet,Coffee Shop,Eating out,51.581680522543394,-0.23520707657152717,"[51.6252, -0.1517]"
Tomeli's Brent Cross,Barnet,Deli / Bodega,Groceries,51.576913,-0.224021,"[51.6252, -0.1517]"
Angels Fancy Dress Outlet Hendon,Barnet,Costume Shop,Shopping,51.580952967248095,-0.24117750873000793,"[51.6252, -0.1517]"
Sainsbury's,Barnet,Supermarket,Groceries,51.58180236056554,-0.24394301581223132,"[51.6252, -0.1517]"
BP,Barnet,Gas Station,Other,51.5801381,-0.2430242,"[51.6252, -0.1517]"
Starbucks,Barnet,Coffee Shop,Eating out,51.582056,-0.244449,"[51.6252, -0.1517]"
Platform 2,Barnet,Platform,Other,51.58013195958429,-0.23879315552655178,"[51.6252, -0.1517]"
lazziz Kebab House,Barnet,Kebab Restaurant,Eating out,51.576454,-0.238706,"[51.6252, -0.1517]"
Aladin's Kebabish,Barnet,Indian Restaurant,Eating out,51.57802535694202,-0.24038370548842136,"[51.6252, -0.1517]"
West Hendon Brodway - Herbert Road,Barnet,Bus Stop,Public Transport,51.579313310119865,-0.2415286823487312,"[51.6252, -0.1517]"
Pets at Home,Barnet,Pet Store,Shopping,51.58086949987518,-0.24520081655025505,"[51.6252, -0.1517]"
Funky Brownz,Barnet,Hookah Bar,Going out,51.583378852034926,-0.24730083139588707,"[51.6252, -0.1517]"
Brent reservoir,Barnet,Reservoir,Other,51.5789,-0.244284,"[51.6252, -0.1517]"
Leon Paul Fencing Equipment,Barnet,Sporting Goods Shop,Shopping,51.58329034827941,-0.24179433563143696,"[51.6252, -0.1517]"
Jem,Barnet,Auto Workshop,Shopping,51.583325723004144,-0.24387677568920363,"[51.6252, -0.1517]"
Maidenhead Aquatics,Brent,Pet Store,Shopping,51.571539602146736,-0.25634575871883003,"[51.5588, -0.2817]"
Birchen Grove Garden Centre,Brent,Garden Center,Green spaces,51.571066775260896,-0.2562610887697994,"[51.5588, -0.2817]"
Wonderful Patisserie,Brent,Asian Restaurant,Eating out,51.5842840402077,-0.24825902665526797,"[51.5588, -0.2817]"
Woodfield Park,Brent,Park,Green spaces,51.57176295427166,-0.2526757808729353,"[51.5588, -0.2817]"
Food and wine,Brent,Convenience Store,Shopping,51.56370912315226,-0.22299885749816895,"[51.5588, -0.2817]"
Greenhouse Garden Centre,Brent,Garden Center,Green spaces,51.571329276503135,-0.25636482407585676,"[51.5588, -0.2817]"
Sunglass Hut,Barnet,Accessories Store,Shopping,51.5763219,-0.2237281,"[51.6252, -0.1517]"
Lush,Barnet,Cosmetics Shop,Shopping,51.57646781268902,-0.22379083892813068,"[51.6252, -0.1517]"
Aldo,Barnet,Shoe Store,Shopping,51.57626714377488,-0.22310370555976802,"[51.6252, -0.1517]"
O2,Barnet,Mobile Phone Shop,Shopping,51.57664295751945,-0.22295787955934226,"[51.6252, -0.1517]"
Lidl,Brent,Supermarket,Groceries,51.56433814,-0.26374788,"[51.5588, -0.2817]"
Iceland,Brent,Grocery Store,Shopping,51.55994764287439,-0.2575500555535856,"[51.5588, -0.2817]"
Co-op Food,Brent,Grocery Store,Shopping,51.57363046168219,-0.2622092825516889,"[51.5588, -0.2817]"
McDonald's,Brent,Fast Food Restaurant,Eating out,51.56353063355329,-0.2597455449181089,"[51.5588, -0.2817]"
Way 2 Save International,Brent,Grocery Store,Shopping,51.55999907715699,-0.25732396491896276,"[51.5588, -0.2817]"
Wild Bean Cafe,Brent,Café,Eating out,51.56491,-0.26427,"[51.5588, -0.2817]"
Cafe Florya,Brent,Café,Eating out,51.574197951795036,-0.26210723661293406,"[51.5588, -0.2817]"
Queensbury Road Bus Stop,Brent,Bus Stop,Public Transport,51.5746514338748,-0.2623626016655734,"[51.5588, -0.2817]"
Fish n' Grill,Brent,Greek Restaurant,Eating out,51.57475699195187,-0.2623081319092954,"[51.5588, -0.2817]"
Costco,Brent,Warehouse Store,Shopping,51.55668971944539,-0.27226852816961045,"[51.5588, -0.2817]"
Wembley Drum Centre,Brent,Music Store,Shopping,51.5586971494401,-0.2722764015197754,"[51.5588, -0.2817]"
Costco Food Court,Brent,Food Court,Eating out,51.556662,-0.272193,"[51.5588, -0.2817]"
Dhamecha Cash & Carry,Brent,Warehouse Store,Shopping,51.55643465016264,-0.2748715033612657,"[51.5588, -0.2817]"
